22.07.2026                                                       การแสดงรายการแบบไดนามิก                                                               1
--------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------
|  วัสดุ        |คำอธิบายวัสดุ                           |Plnt|ใบสั่ง|โครงข่าย  |        องค์ประกอบ WBS|MvT|ปม.ต้องการ|RemovedQty|ปริมาณต่าง|วันต้องการ|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       28 |        0 |       28 |23.06.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       21 |        0 |       21 |23.06.2026|
|  1-01-023-0012|CLAMP, DOUBLE BOLTS, ST. WIRE 25 SQ.MM. |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       14 |        0 |       14 |23.06.2026|
|  1-01-023-0205|GROUND WIRE CLAMP,J.1152                |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|        7 |        0 |        7 |23.06.2026|
|  1-02-044-0112|BRACKET,SAC CORNER SUPPORT, 22-33 KV    |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|        7 |        0 |        7 |23.06.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |7001190711|  I-69-D-TPN69.M4.1104|581|       21 |        0 |       21 |23.06.2026|
|  1-04-002-0006|H.R.C. FUSE 250 A.DIN OR BS             |D060|      |8005250748|C-69-D-NPNSR.0213.02.2|581|        3 |        0 |        3 |25.02.2026|
|  1-04-003-0004|FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K    |D060|      |8005250748|C-69-D-NPNSR.0213.02.2|581|        3 |        0 |        3 |25.02.2026|
|  1-04-003-0006|FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K   |D060|      |8005250748|C-69-D-NPNSR.0213.02.2|581|        3 |        0 |        3 |25.02.2026|
|  1-05-001-0068|TR.,160KVA,3P,22-0.416/0.24KV,DYN11, SC |D060|      |8005250748|C-69-D-NPNSR.0213.02.2|581|        1 |        0 |        1 |25.02.2026|
|  1-02-007-0101|CABLE,AL,SOLID,PVC-INSULATED, 16 SQ.MM. |D060|      |7001193280|  I-69-D-BPGXX.MC.0001|581|  141.500 |        0 |  141.500 |04.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|        5 |        0 |        5 |29.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|        8 |        0 |        8 |29.06.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|        2 |        0 |        2 |29.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|       24 |        0 |       24 |29.06.2026|
|  1-02-007-0100|CABLE,AL,SOLID,PVC-INSULATED, 10 SQ.MM. |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|   56.500 |        0 |   56.500 |29.06.2026|
|  1-02-032-0014|H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10    |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|       16 |        0 |       16 |29.06.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|       12 |        0 |       12 |29.06.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|        5 |        0 |        5 |29.06.2026|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |7001193680|  I-69-D-BPGNT.MC.0001|581|        1 |        0 |        1 |29.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|       12 |        0 |       12 |05.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|       19 |        0 |       19 |05.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|        2 |        0 |        2 |05.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|       52 |        0 |       52 |05.03.2026|
|  1-02-007-0100|CABLE,AL,SOLID,PVC-INSULATED, 10 SQ.MM. |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|  123.500 |        0 |  123.500 |05.03.2026|
|  1-02-032-0014|H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10    |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|       50 |        0 |       50 |05.03.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|       26 |        0 |       26 |05.03.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|        9 |        0 |        9 |05.03.2026|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |7001193686|  I-69-D-BPGNT.MC.0002|581|        4 |        0 |        4 |05.03.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        1 |        0 |        1 |23.06.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        2 |        0 |        2 |23.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        4 |        0 |        4 |23.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        4 |        0 |        4 |23.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        8 |        0 |        8 |23.06.2026|
|  1-03-013-0002|RACK, 4X200 MM. EXT.BACK                |D060|      |7001195573|  I-68-D-NGEXX.IQ.9004|581|        2 |        0 |        2 |23.06.2026|
|  1-00-001-0002|POLE  9 M.                              |D060|      |8005259350|C-69-D-TPNCS.0026.02.1|581|        1 |        0 |        1 |07.05.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005259465|C-69-D-NPNSR.0214.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005259465|C-69-D-NPNSR.0214.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005259465|C-69-D-NPNSR.0214.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005259465|C-69-D-NPNSR.0214.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|        9 |        0 |        9 |10.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|       29 |        0 |       29 |10.03.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|        6 |        0 |        6 |10.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|       88 |        0 |       88 |10.03.2026|
|  1-02-007-0000|CABLE,AL,750 V,25 SQ.MM. TIS.293        |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|  114.500 |        0 |  114.500 |10.03.2026|
|  1-02-007-0101|CABLE,AL,SOLID,PVC-INSULATED, 16 SQ.MM. |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|      231 |        0 |      231 |10.03.2026|
|  1-02-032-0014|H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10    |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|       58 |        0 |       58 |10.03.2026|
|  1-06-005-0009|METER,WATTHOUR 1 P, 2 W 15(45) A. O/Dm  |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|      116 |        0 |      116 |10.03.2026|
|  1-06-010-0000|CABLE PLATE, SIZE 2X20X20 CM.           |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|       22 |        0 |       22 |10.03.2026|
|  1-06-010-0001|METER PLATE, SIZE 2X20X60 CM.           |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|        6 |        0 |        6 |10.03.2026|
|  1-06-010-0002|METER PLATE, SIZE 2X20X120 CM.          |D060|      |7001196093|  I-69-D-TPNCS.MC.0001|581|        5 |        0 |        5 |10.03.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       31 |        0 |       31 |11.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       54 |        0 |       54 |11.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       12 |        0 |       12 |11.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       54 |        0 |       54 |11.03.2026|
|  1-02-026-0301|PREFORMED D/E, AW 50 SQ.MM.             |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       24 |        0 |       24 |11.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       10 |        0 |       10 |11.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       76 |        0 |       76 |11.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005260473|C-69-D-NPNSR.0221.01.1|581|       38 |        0 |       38 |11.03.2026|
|  1-05-000-0001|TR., 20 KVA. 1 P 3 W, 22/0.46-0.23 KV.  |D060|      |7001196486|  I-68-D-NPNXX.IQ.9009|581|        1 |        0 |        1 |11.03.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001197087|  I-68-D-NPNXX.IQ.9014|581|        1 |        0 |        1 |12.03.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |7001197087|  I-68-D-NPNXX.IQ.9014|581|        1 |        0 |        1 |12.03.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |7001197087|  I-68-D-NPNXX.IQ.9014|581|        4 |        0 |        4 |12.03.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |7001197087|  I-68-D-NPNXX.IQ.9014|581|        2 |        0 |        2 |12.03.2026|
|  1-05-000-0003|TR., 50 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |7001197087|  I-68-D-NPNXX.IQ.9014|581|        1 |        0 |        1 |12.03.2026|
|  1-05-001-0200|TR.,SEAL,50 KVA.3 P,22-0.4/0.23 KV.DYN11|D060|      |7001197156|  I-68-D-NPNXX.IQ.9011|581|        1 |        0 |        1 |18.06.2026|
|  1-05-001-0201|TR.,SEAL,100 KVA,3P,22-0.4/0.23 KV.DYN11|D060|      |7001197160|  I-68-D-NPNXX.IQ.9010|581|        1 |        0 |        1 |18.06.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        1 |        0 |        1 |13.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        3 |        0 |        3 |13.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        3 |        0 |        3 |13.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        4 |        0 |        4 |13.03.2026|
|  1-03-013-0001|RACK, 3X200 MM. EXT.BACK                |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        1 |        0 |        1 |13.03.2026|
|  1-03-013-0100|CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2  |D060|      |8005261831|C-69-D-TPNCS.0027.02.1|581|        1 |        0 |        1 |13.03.2026|
|  1-00-001-0001|POLE 8 M.                               |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|       10 |        0 |       10 |16.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|       12 |        0 |       12 |16.03.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|        8 |        0 |        8 |16.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|       12 |        0 |       12 |16.03.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|      500 |        0 |      500 |16.03.2026|
|  1-02-032-0012|H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95|D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|        8 |        0 |        8 |16.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|       28 |        0 |       28 |16.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |7001198848|  I-69-D-TPN69.M4.1301|581|       14 |        0 |       14 |16.03.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005265122|C-69-D-NGECS.0040.01.1|581|        2 |        0 |        2 |17.03.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265122|C-69-D-NGECS.0040.01.1|581|        2 |        0 |        2 |17.03.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265122|C-69-D-NGECS.0040.01.1|581|        4 |        0 |        4 |17.03.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005265122|C-69-D-NGECS.0040.01.1|581|        4 |        0 |        4 |17.03.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005265122|C-69-D-NGECS.0040.01.1|581|        2 |        0 |        2 |17.03.2026|
|  1-02-044-0002|CABLE SPACER,PORCELAIN,SAC 22 KV.120-185|D060|      |8005265133|C-69-D-NGECS.0043.02.1|581|        1 |        0 |        1 |21.07.2026|
|  1-02-044-0103|LINK,CABLE SPACER                       |D060|      |8005265133|C-69-D-NGECS.0043.02.1|581|        1 |        0 |        1 |21.07.2026|
|  1-00-001-0006|POLE 14 M.                              |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-00-004-0001|ANCHOR,PLATE, CONCRETE 550X550X150 MM.  |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-00-011-0003|CROSSARM (FOR D/E) 120X120X2,000 MM.    |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        4 |        0 |        4 |10.07.2026|
|  1-01-010-0006|ST. WIRE, STRANDED 95 SQ.MM.TIS.404     |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|       18 |        0 |       18 |10.07.2026|
|  1-01-011-0201|BOLT,MACHINE M.16X170 MM.               |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        4 |        0 |        4 |10.07.2026|
|  1-01-011-0202|BOLT,MACHINE M.16X200 MM.               |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        2 |        0 |        2 |10.07.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        2 |        0 |        2 |10.07.2026|
|  1-01-013-0001|BOLT,DOUBLE ARMING,ROUND EYE M.16X450MM.|D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        6 |        0 |        6 |10.07.2026|
|  1-01-018-0001|NUT,EYE M.16 DIN 582                    |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        6 |        0 |        6 |10.07.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|       29 |        0 |       29 |10.07.2026|
|  1-01-018-0201|WASHER,SQUARE,CURVED 60X60X5 MM.        |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        6 |        0 |        6 |10.07.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        8 |        0 |        8 |10.07.2026|
|  1-01-021-0000|ROD,ANCHOR,ROUND EYE M.16, 2 M.LONG     |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-01-021-0201|BOLT,STRAND EYE, 45 DEG.M.16X250 MM.    |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-01-021-0304|THIMBLE,GUY,FOR STEEL WIRE 50-95 SQ.MM. |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        4 |        0 |        4 |10.07.2026|
|  1-01-023-0001|CLAMP,DOUBLE U-BOLT,M.16(WIRE ROPE CLIP)|D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        4 |        0 |        4 |10.07.2026|
|  1-03-001-0002|INSULATOR,LINE-POST, 22 KV.,57-2L,P/A   |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        6 |        0 |        6 |10.07.2026|
|  1-03-002-0000|INSULATOR,SUSPENSION,CLASS 52-1,TIS.354 |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|       36 |        0 |       36 |10.07.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        2 |        0 |        2 |10.07.2026|
|  1-03-003-0103|INSULATOR,STRAIN,CLASS 54-4 TIS.280     |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        2 |        0 |        2 |10.07.2026|
|  1-03-013-0000|RACK, 2X200 MM. EXT.BACK                |D060|      |8005265706|C-69-D-NPNSR.0222.02.1|581|        1 |        0 |        1 |10.07.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-00-011-0001|CROSSARM 100X100X2,500 MM.              |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-01-010-0004|ST. WIRE, STRANDED 50/7 SQ.MM.TIS.404   |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|       20 |        0 |       20 |26.06.2026|
|  1-01-011-0200|BOLT,MACHINE M.16X130 MM.               |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        6 |        0 |        6 |26.06.2026|
|  1-01-011-0203|BOLT,MACHINE M.16X250 MM.               |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        4 |        0 |        4 |26.06.2026|
|  1-01-011-0204|BOLT,MACHINE M.16X300 MM.               |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-01-011-0205|BOLT,MACHINE M.16X350 MM.               |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-01-018-0100|WASHER,PLAIN,SQUARE, 52X52X4.5 MM.      |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|       11 |        0 |       11 |26.06.2026|
|  1-01-018-0301|WASHER,LOCK,SPRING,SIZE 16 MM.,TIS.259  |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        3 |        0 |        3 |26.06.2026|
|  1-01-020-0001|BRACE,FLAT,FOR CROSSARM 30X6X760 MM.    |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        4 |        0 |        4 |26.06.2026|
|  1-01-023-0000|CLAMP,SINGLE U-BOLT,M.8 (WIRE ROPE CLIP)|D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-02-005-0000|CABLE,AERIAL,AL 22 KV. 1X50 SQ.MM.      |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        9 |        0 |        9 |26.06.2026|
|  1-02-007-0002|CABLE,AL,750 V,50 SQ.MM. TIS.293        |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|       11 |        0 |       11 |26.06.2026|
|  1-02-030-0102|CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.    |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        3 |        0 |        3 |26.06.2026|
|  1-02-033-0005|HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.    |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-02-033-0104|HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.|D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-02-042-0400|PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM. |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-03-003-0000|INSULATOR,SPOOL,CLASS 53-2 TIS.227      |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-04-000-0007|S.A., 21 KV.5 KA.,WITHOUT BRACKET       |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-04-001-0002|DROPOUT,FUSE,22 KV.100 A.12 KA          |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-04-002-0100|L.T. FUSE-SWITCHES 1X400 A. 500 V.      |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |26.06.2026|
|  1-04-003-0002|FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K    |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-05-010-0003|BRACKET,ST.,FOR TR. SECONDARY LEAD      |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  1-09-025-0040|DROPOUT FUSE CUTOUT COVERS              |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        2 |        0 |        2 |26.06.2026|
|  9-09-001-1007|WELDING POWDER, ST. WIRE 50 SQ.MM. TO GD|D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        3 |        0 |        3 |26.06.2026|
|  1-05-000-0002|TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.   |D060|      |8005266464|C-69-D-NPNSR.0171.01.1|581|        1 |        0 |        1 |14.05.2026|
|  1-00-011-0000|CROSSARM 100X100X1,500 MM.              |D060|      |7001199857|  I-68-D-NPNXX.IQ.9027|581|        1 |        0 |        1 |18.03.2026|
